黄梨木
八角枫
闭花木
菜豆树
澄广花                 
齿叶黄皮
赤苍藤
粗柄槭
大叶榕
大叶水榕
董棕
对叶榕
肥牛树
蜂窝木姜子
割舌树
广西澄广花
广西牡荆
广西棋子豆 
海南菜豆树
海南大风子
海南椴
华南皂荚
黄梨木
火果
鲫鱼胆
假肥牛
假玉桂
截裂翅子树
金丝李
劲直刺桐
茎花赤才
茎花山柚
苦枥木
裂果卫矛
岭南酸枣
龙舌腾
卵叶铁苋菜
米扬噎
米仔兰
南方紫金牛
南烛厚壳桂
苹果榕
苹婆
青叶苎麻
清香木
日本五月茶
榕树
三角车
桑枝米碎木
山黄皮
山榄叶柿
山石榴
石密
石山巴豆
石山榕
石山樟
水冬瓜
滕春
田方骨
歪叶榕
网脉核果木
尾叶槌果藤
乌桕
细叶谷木
细叶黄皮
细子龙
蚬木 
小叶榕
斜叶榕
鱼骨木
羽叶白头树
圆叶乌桕
云南野桐
云山八角枫
长花龙吐珠
枝花李榄
中国无忧花
中越杜茎山
