Time,No. of collectors,Species,FruitRipe.g,FruitRipe.num,FruitUnripe.g,SeedRipe.g,SeedRipe.num,SeedUnripe.g,SeedUnripe.num,果实附属物.g,果实碎片.num,Leaf.g,Flower.g
2012.09.21,NGS034,广西牡荆,,,,,,,,,,2.31,
2012.09.21,NGS035,广西牡荆,,,,,,,,,,1.96,
2012.09.21,NGS037,广西牡荆,,,,,,,,,,1.08,
2012.09.21,NGS038,广西牡荆,,,,,,,,,,3.41,
2012.09.21,NGS040,广西牡荆,,,,,,,,,,2.37,
2012.09.21,NGS042,广西牡荆,,,,,,,,,,0.74,
2012.09.21,NGS044,广西牡荆,,,,,,,,,,2.44,
2012.09.21,NGS048,广西牡荆,,,,,,,,,,2.78,
2012.09.21,NGS049,广西牡荆,,,,,,,,,,0.81,
2012.09.21,NGS064,广西牡荆,,,,,,,,,,1.32,
2012.09.21,NGS066,广西牡荆,,,,,,,,,,2.71,
2012.09.21,NGS067,广西牡荆,,,,,,,,,,1.82,
2012.09.21,NGS070,广西牡荆,,,,,,,,,,6.51,
2012.09.21,NGS072,广西牡荆,,,,,,,,,,5.12,
2012.09.21,NGS075,广西牡荆,,,,,,,,,,5.23,
2012.09.21,NGS076,广西牡荆,,,,,,,,,,2.12,
2012.09.21,NGS082,广西牡荆,,,,,,,,,,2.15,
2012.09.21,NGS087,广西牡荆,,,,,,,,,,1.73,
2012.09.21,NGS057,蜂窝木姜子,,,,,,,,,,1.79,
2012.09.21,NGS028,肥牛树,,,,,,,,,,1.13,
2012.09.21,NGS036,肥牛树,,,,,,,,,,1.43,
2012.09.21,NGS043,肥牛树,,,,,,,,,,1.1,
2012.09.21,NGS015,对叶榕,,,,,,,,,,0.99,
2012.09.21,NGS021,对叶榕,,,,,,,,,,1.47,
2012.09.21,NGS024,对叶榕,,,,,,,,,,0.76,
2012.09.21,NGS025,对叶榕,,,,,,,,,,0.81,
2012.09.21,NGS027,对叶榕,,,,,,,,,,2.01,
2012.09.21,NGS031,对叶榕,,,,,,,,,,2.13,
2012.09.21,NGS033,对叶榕,,,,,,,,,,1.6,
2012.09.21,NGS089,粗柄槭,,,,,,,,,,20.57,
2012.09.21,NGS041,劲直刺桐,,,,,,,,,,1.79,
2012.09.21,NGS001,劲直刺桐,,,,,,,,,,1.12,
2012.09.21,NGS002,劲直刺桐,,,,,,,,,,1.69,
2012.09.21,NGS003,劲直刺桐,,,,,,,,,,1.88,
2012.09.21,NGS004,劲直刺桐,,,,,,,,,,1.77,
2012.09.21,NGS005,劲直刺桐,,,,,,,,,,1.5,
2012.09.21,NGS006,劲直刺桐,,,,,,,,,,1.34,
2012.09.21,NGS016,劲直刺桐,,,,,,,,,,1.98,
2012.09.21,NGS019,劲直刺桐,,,,,,,,,,2.01,
2012.09.21,NGS023,劲直刺桐,,,,,,,,,,0.71,
2012.09.21,NGS024,劲直刺桐,,,,,,,,,,3.91,
2012.09.21,NGS025,劲直刺桐,,,,,,,,,,1.17,
2012.09.21,NGS027,劲直刺桐,,,,,,,,,,0.81,
2012.09.21,NGS028,劲直刺桐,,,,,,,,,,1.75,
2012.09.21,NGS031,劲直刺桐,,,,,,,,,,2.31,
2012.09.21,NGS032,劲直刺桐,,,,,,,,,,0.89,
2012.09.21,NGS033,劲直刺桐,,,,,,,,,,2.33,
2012.09.21,NGS035,劲直刺桐,,,,,,,,,,2.31,
2012.09.21,NGS039,劲直刺桐,,,,,,,,,,1.63,
2012.09.21,NGS040,劲直刺桐,,,,,,,,,,2.41,
2012.09.21,NGS042,劲直刺桐,,,,,,,,,,1.98,
2012.09.21,NGS043,劲直刺桐,,,,,,,,,,1.33,
2012.09.21,NGS044,劲直刺桐,,,,,,,,,,1.49,
2012.09.21,NGS045,劲直刺桐,,,,,,,,,,1.99,
2012.09.21,NGS049,劲直刺桐,,,,,,,,,,2.7,
2012.09.21,NGS063,劲直刺桐,,,,,,,,,,10.11,
2012.09.21,NGS069,劲直刺桐,,,,,,,,,,4.25,
2012.09.21,NGS070,劲直刺桐,,,,,,,,,,2.12,
2012.09.21,NGS071,劲直刺桐,,,,,,,,,,2.16,
2012.09.21,NGS072,劲直刺桐,,,,,,,,,,8.05,
2012.09.21,NGS074,劲直刺桐,,,,,,,,,,12.07,
2012.09.21,NGS076,劲直刺桐,,,,,,,,,,10.51,
2012.09.21,NGS078,劲直刺桐,,,,,,,,,,15.11,
2012.09.21,NGS079,劲直刺桐,,,,,,,,,,3.17,
2012.09.21,NGS080,劲直刺桐,,,,,,,,,,15.11,
2012.09.21,NGS083,劲直刺桐,,,,,,,,,,8.08,
2012.09.21,NGS084,劲直刺桐,,,,,,,,,,2.72,
2012.09.21,NGS085,劲直刺桐,,,,,,,,,,3.27,
2012.09.21,NGS008,澄广花,,,,,,,,,,0.3,
2012.09.21,NGS064,澄广花,,,,,,,,,,3.02,
2012.09.21,NGS065,澄广花,,,,,,,,,,5.11,
2012.09.21,NGS067,澄广花,,,,,,,,,,10.53,
2012.09.21,NGS068,澄广花,,,,,,,,,,5.74,
2012.09.21,NGS085,澄广花,,,,,,,,,,4.51,
2012.09.21,NGS087,澄广花,,,,,,,,,,1.81,
2012.09.21,NGS006,菜豆树,,,,,,,,,,0.31,
2012.09.21,NGS001,闭花木,,,,,,,,,,0.71,
2012.09.21,NGS003,闭花木,,,,,,,,,,0.69,
2012.09.21,NGS009,闭花木,,,,,,,,,,0.74,
2012.09.21,NGS046,闭花木,,,,,,,,,,1.67,
2012.09.21,NGS050,闭花木,,,,,,,,,,21.12,
2012.09.21,NGS051,闭花木,,,,,,,,,,3.53,
2012.09.21,NGS057,闭花木,,,,,,,,,,5.36,
2012.09.21,NGS058,闭花木,,,,,,,,,,8.33,
2012.09.21,NGS059,闭花木,,,,,,,,,,2.82,
2012.09.21,NGS060,闭花木,,,,,,,,,,10.12,
2012.09.21,NGS061,闭花木,,,,,,,,,,15.01,
2012.09.21,NGS062,闭花木,,,,,,,,,,12.07,
2012.09.21,NGS063,闭花木,,,,,,,,,,3.92,
2012.09.21,NGS064,闭花木,,,,,,,,,,7.85,
2012.09.21,NGS065,闭花木,,,,,,,,,,4.24,
2012.09.21,NGS066,闭花木,,,,,,,,,,7.35,
2012.09.21,NGS082,闭花木,,,,,,,,,,3.21,
2012.09.21,NGS083,闭花木,,,,,,,,,,18.12,
2012.09.21,NGS084,闭花木,,,,,,,,,,8.21,
2012.09.21,NGS085,闭花木,,,,,,,,,,6.34,
2012.09.21,NGS086,闭花木,,,,,,,,,,15.12,
2012.09.21,NGS087,闭花木,,,,,,,,,,3.07,
2012.09.21,NGS088,闭花木,,,,,,,,,,20.23,
2012.09.21,NGS089,闭花木,,,,,,,,,,5.65,
2012.09.21,NGS090,闭花木,,,,,,,,,,15.13,
2012.09.21,NGS056, 黄梨木,,,,,,,,,,2.81,
2012.09.29,NGS051,未知,0.46,1,,,,,,,,0,
2012.09.29,NGS086,未知,0.15,3,,,,,,,,0,
2012.09.29,NGS087,未知,0.08,1,,,,,,,,0,
2012.09.29,NGS005,大叶榕,,,,,,,,,,0.46,
2012.09.29,NGS039,大叶水榕,,,,,,,,,,0.98,
2012.09.29,NGS047,广西牡荆,3.86,5,,,,,,,,0,
2012.09.29,NGS079,广西牡荆,3.34,4,,,,,,,,2.15,
2012.09.29,NGS068,广西牡荆,2.98,5,,,,,,,,7.21,
2012.09.29,NGS044,广西牡荆,2.37,3,,,,,,,,0,
2012.09.29,NGS084,广西牡荆,2.14,3,,,,,,,,2.8,
2012.09.29,NGS071,广西牡荆,1.82,3,,,,,,,,2.42,
2012.09.29,NGS042,广西牡荆,1.19,2,,,,,,,,0,
2012.09.29,NGS043,广西牡荆,0.95,1,,,,,,,,0,
2012.09.29,NGS004,广西牡荆,0.48,1,,,,,,,,0,
2012.09.29,NGS086,羽叶白头树,0.43,2,,,,,,,,17.12,
2012.09.29,NGS047,中越杜茎山,,,,,,,,,,1.06,
2012.09.29,NGS073,中越杜茎山,,,,,,,,,,2.1,
2012.09.29,NGS027,枝花李榄,,,,,,,,,,0.48,
2012.09.29,NGS053,云南野桐,,,,,,,,,,1.81,
2012.09.29,NGS005,羽叶白头树,,,,,,,,,,2.03,
2012.09.29,NGS069,羽叶白头树,,,,,,,,,,6.5,
2012.09.29,NGS074,羽叶白头树,,,,,,,,,,9.31,
2012.09.29,NGS089,羽叶白头树,,,,,,,,,,12.3,
2012.09.29,NGS090,羽叶白头树,,,,,,,,,,7.21,
2012.09.29,NGS050,鱼骨木,,,,,,,,,,2.12,
2012.09.29,NGS051,鱼骨木,,,,,,,,,,4.52,
2012.09.29,NGS052,鱼骨木,,,,,,,,,,10.21,
2012.09.29,NGS053,鱼骨木,,,,,,,,,,1.78,
2012.09.29,NGS054,鱼骨木,,,,,,,,,,5.51,
2012.09.29,NGS055,鱼骨木,,,,,,,,,,6.51,
2012.09.29,NGS059,鱼骨木,,,,,,,,,,2.76,
2012.09.29,NGS067,小叶榕,,,,,,,,,,1.52,
2012.09.29,NGS045,蚬木,,,,,,,,,,3.11,
2012.09.29,NGS058,蚬木,,,,,,,,,,7.82,
2012.09.29,NGS060,蚬木,,,,,,,,,,1.21,
2012.09.29,NGS081,蚬木,,,,,,,,,,5.15,
2012.09.29,NGS082,蚬木,,,,,,,,,,6.12,
2012.09.29,NGS084,蚬木,,,,,,,,,,8.1,
2012.09.29,NGS085,蚬木,,,,,,,,,,5.1,
2012.09.29,NGS087,蚬木,,,,,,,,,,4.21,
2012.09.29,NGS053,细叶谷木,,,,,,,,,,1.36,
2012.09.29,NGS054,细叶谷木,,,,,,,,,,1.51,
2012.09.29,NGS059,细叶谷木,,,,,,,,,,1.85,
2012.09.29,NGS012,中国无忧花,,,,,,,,,,2.14,
2012.09.29,NGS013,中国无忧花,,,,,,,,,,1.66,
2012.09.29,NGS014,中国无忧花,,,,,,,,,,2.11,
2012.09.29,NGS050,乌桕,,,,,,,,,,12.53,
2012.09.29,NGS056,网脉核果木,,,,,,,,,,0.8,
2012.09.29,NGS065,网脉核果木,,,,,,,,,,6.58,
2012.09.29,NGS067,网脉核果木,,,,,,,,,,2.51,
2012.09.29,NGS081,歪叶榕,,,,,,,,,,2.07,
2012.09.29,NGS075,日本五月茶,,,,,,,,,,3.02,
2012.09.29,NGS077,日本五月茶,,,,,,,,,,1.61,
2012.09.29,NGS078,日本五月茶,,,,,,,,,,1.82,
2012.09.29,NGS079,日本五月茶,,,,,,,,,,1.81,
2012.09.29,NGS073,石山榕,,,,,,,,,,3.21,
2012.09.29,NGS052,山榄叶柿,,,,,,,,,,3.15,
2012.09.29,NGS058,山榄叶柿,,,,,,,,,,2.21,
2012.09.29,NGS077,山黄皮,,,,,,,,,,2.17,
2012.09.29,NGS050,桑枝米碎木,,,,,,,,,,2.24,
2012.09.29,NGS051,桑枝米碎木,,,,,,,,,,5.18,
2012.09.29,NGS054,桑枝米碎木,,,,,,,,,,5.12,
2012.09.29,NGS055,桑枝米碎木,,,,,,,,,,8.22,
2012.09.29,NGS056,桑枝米碎木,,,,,,,,,,2.51,
2012.09.29,NGS059,桑枝米碎木,,,,,,,,,,2.6,
2012.09.29,NGS088,三角车,,,,,,,,,,6.12,
2012.09.29,NGS053,清香木,,,,,,,,,,2.28,
2012.09.29,NGS056,清香木,,,,,,,,,,2.13,
2012.09.29,NGS010,广西棋子豆 ,,,,,,,,,,1.79,
2012.09.29,NGS012,广西棋子豆 ,,,,,,,,,,1.99,
2012.09.29,NGS014,广西棋子豆 ,,,,,,,,,,1.94,
2012.09.29,NGS016,广西棋子豆 ,,,,,,,,,,1.71,
2012.09.29,NGS022,广西棋子豆 ,,,,,,,,,,1.78,
2012.09.29,NGS023,广西棋子豆 ,,,,,,,,,,2.11,
2012.09.29,NGS029,广西棋子豆 ,,,,,,,,,,1.7,
2012.09.29,NGS008,苹婆,,,,,,,,,,1.49,
2012.09.29,NGS009,苹婆,,,,,,,,,,2.06,
2012.09.29,NGS010,苹婆,,,,,,,,,,0.91,
2012.09.29,NGS011,苹婆,,,,,,,,,,2.31,
2012.09.29,NGS012,苹婆,,,,,,,,,,1.03,
2012.09.29,NGS015,苹婆,,,,,,,,,,3.1,
2012.09.29,NGS018,苹婆,,,,,,,,,,1.33,
2012.09.29,NGS019,苹婆,,,,,,,,,,2.4,
2012.09.29,NGS020,苹婆,,,,,,,,,,2.6,
2012.09.29,NGS021,苹婆,,,,,,,,,,1.3,
2012.09.29,NGS026,苹婆,,,,,,,,,,1.7,
2012.09.29,NGS029,苹婆,,,,,,,,,,0.71,
2012.09.29,NGS031,苹婆,,,,,,,,,,3.03,
2012.09.29,NGS034,苹婆,,,,,,,,,,1.88,
2012.09.29,NGS036,苹婆,,,,,,,,,,1.7,
2012.09.29,NGS037,苹婆,,,,,,,,,,2.31,
2012.09.29,NGS039,苹婆,,,,,,,,,,1.41,
2012.09.29,NGS056,苹婆,,,,,,,,,,1.54,
2012.09.29,NGS066,苹婆,,,,,,,,,,2.51,
2012.09.29,NGS072,苹婆,,,,,,,,,,6.52,
2012.09.29,NGS073,苹婆,,,,,,,,,,8.22,
2012.09.29,NGS074,苹婆,,,,,,,,,,9.54,
2012.09.29,NGS090,苹婆,,,,,,,,,,1.53,
2012.09.29,NGS022,苹果榕,,,,,,,,,,0.73,
2012.09.29,NGS028,苹果榕,,,,,,,,,,1.01,
2012.09.29,NGS019,南烛厚壳桂,,,,,,,,,,3.08,
2012.09.29,NGS013,南方紫金牛,,,,,,,,,,0.39,
2012.09.29,NGS038,米仔兰,,,,,,,,,,1.03,
2012.09.29,NGS002,米扬噎,,,,,,,,,,2.17,
2012.09.29,NGS004,米扬噎,,,,,,,,,,0.73,
2012.09.29,NGS006,米扬噎,,,,,,,,,,0.71,
2012.09.29,NGS007,米扬噎,,,,,,,,,,1.01,
2012.09.29,NGS008,米扬噎,,,,,,,,,,0.63,
2012.09.29,NGS030,米扬噎,,,,,,,,,,1.01,
2012.09.29,NGS033,米扬噎,,,,,,,,,,0.87,
2012.09.29,NGS038,米扬噎,,,,,,,,,,0.74,
2012.09.29,NGS048,米扬噎,,,,,,,,,,0.74,
2012.09.29,NGS072,米扬噎,,,,,,,,,,5.8,
2012.09.29,NGS020,未知,,,,,,,,,,1.03,
2012.09.29,NGS023,未知,,,,,,,,,,1.03,
2012.09.29,NGS030,未知,,,,,,,,,,2.3,
2012.09.29,NGS052,未知,,,,,,,,,,1.51,
2012.09.29,NGS057,未知,,,,,,,,,,1.51,
2012.09.29,NGS069,未知,,,,,,,,,,3.23,
2012.09.29,NGS070,未知,,,,,,,,,,3.51,
2012.09.29,NGS071,未知,,,,,,,,,,10.21,
2012.09.29,NGS075,未知,,,,,,,,,,5.22,
2012.09.29,NGS076,未知,,,,,,,,,,10.28,
2012.09.29,NGS077,未知,,,,,,,,,,7.5,
2012.09.29,NGS078,未知,,,,,,,,,,9.1,
2012.09.29,NGS081,未知,,,,,,,,,,6.08,
2012.09.29,NGS007,卵叶铁苋菜,,,,,,,,,,0.62,
2012.09.29,NGS009,卵叶铁苋菜,,,,,,,,,,0.61,
2012.09.29,NGS062,岭南酸枣,,,,,,,,,,5.26,
2012.09.29,NGS080,岭南酸枣,,,,,,,,,,1.28,
2012.09.29,NGS017,金丝李,,,,,,,,,,0.77,
2012.09.29,NGS025,金丝李,,,,,,,,,,0.7,
2012.09.29,NGS027,金丝李,,,,,,,,,,0.61,
2012.09.29,NGS032,金丝李,,,,,,,,,,0.83,
2012.09.29,NGS034,金丝李,,,,,,,,,,7.4,
2012.09.29,NGS035,金丝李,,,,,,,,,,0.73,
2012.09.29,NGS041,金丝李,,,,,,,,,,1.76,
2012.09.29,NGS063,金丝李,,,,,,,,,,1.43,
2012.09.29,NGS080,金丝李,,,,,,,,,,3.17,
2012.09.29,NGS082,金丝李,,,,,,,,,,3.15,
2012.09.29,NGS035,假玉桂,,,,,,,,,,0.6,
2012.09.29,NGS002,鲫鱼胆,,,,,,,,,,0.45,
2012.09.29,NGS034,鲫鱼胆,,,,,,,,,,0.64,
2012.09.29,NGS069,鲫鱼胆,,,,,,,,,,12.1,
2012.09.29,NGS024,火果,,,,,,,,,,2,
2012.09.29,NGS055,黄梨木,,,,,,,,,,2.13,
2012.09.29,NGS056,黄梨木,,,,,,,,,,3.25,
2012.09.29,NGS068,黄梨木,,,,,,,,,,3.5,
2012.09.29,NGS001,海南椴,,,,,,,,,,0.96,
2012.09.29,NGS003,海南椴,,,,,,,,,,0.64,
2012.09.29,NGS006,海南椴,,,,,,,,,,0.63,
2012.09.29,NGS036,海南椴,,,,,,,,,,1.01,
2012.09.29,NGS037,海南椴,,,,,,,,,,0.47,
2012.09.29,NGS043,海南椴,,,,,,,,,,0.79,
2012.09.29,NGS046,海南椴,,,,,,,,,,1.41,
2012.09.29,NGS048,海南椴,,,,,,,,,,1.45,
2012.09.29,NGS049,海南椴,,,,,,,,,,1.44,
2012.09.29,NGS051,海南椴,,,,,,,,,,2.08,
2012.09.29,NGS053,海南椴,,,,,,,,,,2.35,
2012.09.29,NGS057,海南椴,,,,,,,,,,2.13,
2012.09.29,NGS061,海南椴,,,,,,,,,,1.61,
2012.09.29,NGS066,海南椴,,,,,,,,,,1.82,
2012.09.29,NGS069,海南椴,,,,,,,,,,2.8,
2012.09.29,NGS070,海南椴,,,,,,,,,,2.1,
2012.09.29,NGS073,海南椴,,,,,,,,,,3.61,
2012.09.29,NGS079,海南椴,,,,,,,,,,3.13,
2012.09.29,NGS083,海南椴,,,,,,,,,,2.12,
2012.09.29,NGS085,海南椴,,,,,,,,,,8.2,
2012.09.29,NGS002,广西牡荆,,,,,,,,,,1.92,
2012.09.29,NGS006,广西牡荆,,,,,,,,,,0.41,
2012.09.29,NGS007,广西牡荆,,,,,,,,,,0.74,
2012.09.29,NGS008,广西牡荆,,,,,,,,,,0.34,
2012.09.29,NGS009,广西牡荆,,,,,,,,,,0.43,
2012.09.29,NGS011,广西牡荆,,,,,,,,,,0.65,
2012.09.29,NGS017,广西牡荆,,,,,,,,,,0.48,
2012.09.29,NGS025,广西牡荆,,,,,,,,,,0.21,
2012.09.29,NGS026,广西牡荆,,,,,,,,,,1.26,
2012.09.29,NGS028,广西牡荆,,,,,,,,,,2.01,
2012.09.29,NGS029,广西牡荆,,,,,,,,,,2.23,
2012.09.29,NGS030,广西牡荆,,,,,,,,,,1.1,
2012.09.29,NGS032,广西牡荆,,,,,,,,,,2.73,
2012.09.29,NGS033,广西牡荆,,,,,,,,,,1.36,
2012.09.29,NGS034,广西牡荆,,,,,,,,,,1.09,
2012.09.29,NGS035,广西牡荆,,,,,,,,,,2.37,
2012.09.29,NGS037,广西牡荆,,,,,,,,,,0.91,
2012.09.29,NGS038,广西牡荆,,,,,,,,,,2.87,
2012.09.29,NGS040,广西牡荆,,,,,,,,,,2.66,
2012.09.29,NGS041,广西牡荆,,,,,,,,,,0.42,
2012.09.29,NGS042,广西牡荆,,,,,,,,,,1.1,
2012.09.29,NGS044,广西牡荆,,,,,,,,,,2.7,
2012.09.29,NGS047,广西牡荆,,,,,,,,,,1.75,
2012.09.29,NGS048,广西牡荆,,,,,,,,,,1.08,
2012.09.29,NGS049,广西牡荆,,,,,,,,,,0.7,
2012.09.29,NGS060,广西牡荆,,,,,,,,,,0.65,
2012.09.29,NGS064,广西牡荆,,,,,,,,,,1.15,
2012.09.29,NGS066,广西牡荆,,,,,,,,,,2.74,
2012.09.29,NGS067,广西牡荆,,,,,,,,,,2.1,
2012.09.29,NGS070,广西牡荆,,,,,,,,,,6.91,
2012.09.29,NGS072,广西牡荆,,,,,,,,,,4.51,
2012.09.29,NGS075,广西牡荆,,,,,,,,,,4.83,
2012.09.29,NGS076,广西牡荆,,,,,,,,,,2.51,
2012.09.29,NGS082,广西牡荆,,,,,,,,,,2.5,
2012.09.29,NGS087,广西牡荆,,,,,,,,,,2.12,
2012.09.29,NGS036,肥牛树,,,,,,,,,,79,
2012.09.29,NGS021,对叶榕,,,,,,,,,,0.76,
2012.09.29,NGS027,对叶榕,,,,,,,,,,1.1,
2012.09.29,NGS031,对叶榕,,,,,,,,,,3.01,
2012.09.29,NGS033,对叶榕,,,,,,,,,,1.8,
2012.09.29,NGS089,粗柄槭,,,,,,,,,,18.2,
2012.09.29,NGS001,劲直刺桐,,,,,,,,,,1.89,
2012.09.29,NGS002,劲直刺桐,,,,,,,,,,0.79,
2012.09.29,NGS003,劲直刺桐,,,,,,,,,,1.79,
2012.09.29,NGS004,劲直刺桐,,,,,,,,,,1.41,
2012.09.29,NGS005,劲直刺桐,,,,,,,,,,1.99,
2012.09.29,NGS006,劲直刺桐,,,,,,,,,,1.44,
2012.09.29,NGS016,劲直刺桐,,,,,,,,,,2.03,
2012.09.29,NGS019,劲直刺桐,,,,,,,,,,1.78,
2012.09.29,NGS022,劲直刺桐,,,,,,,,,,1.44,
2012.09.29,NGS024,劲直刺桐,,,,,,,,,,1.96,
2012.09.29,NGS028,劲直刺桐,,,,,,,,,,1.07,
2012.09.29,NGS031,劲直刺桐,,,,,,,,,,1.33,
2012.09.29,NGS032,劲直刺桐,,,,,,,,,,1.71,
2012.09.29,NGS035,劲直刺桐,,,,,,,,,,1.9,
2012.09.29,NGS039,劲直刺桐,,,,,,,,,,1.69,
2012.09.29,NGS040,劲直刺桐,,,,,,,,,,1.79,
2012.09.29,NGS041,劲直刺桐,,,,,,,,,,2.31,
2012.09.29,NGS042,劲直刺桐,,,,,,,,,,2.38,
2012.09.29,NGS043,劲直刺桐,,,,,,,,,,1.18,
2012.09.29,NGS044,劲直刺桐,,,,,,,,,,1.41,
2012.09.29,NGS045,劲直刺桐,,,,,,,,,,1.78,
2012.09.29,NGS047,劲直刺桐,,,,,,,,,,1.33,
2012.09.29,NGS063,劲直刺桐,,,,,,,,,,11.12,
2012.09.29,NGS069,劲直刺桐,,,,,,,,,,4.25,
2012.09.29,NGS070,劲直刺桐,,,,,,,,,,6.82,
2012.09.29,NGS071,劲直刺桐,,,,,,,,,,2.5,
2012.09.29,NGS072,劲直刺桐,,,,,,,,,,12.1,
2012.09.29,NGS074,劲直刺桐,,,,,,,,,,10.22,
2012.09.29,NGS076,劲直刺桐,,,,,,,,,,15.13,
2012.09.29,NGS078,劲直刺桐,,,,,,,,,,17.11,
2012.09.29,NGS080,劲直刺桐,,,,,,,,,,12.3,
2012.09.29,NGS083,劲直刺桐,,,,,,,,,,8.13,
2012.09.29,NGS084,劲直刺桐,,,,,,,,,,3.22,
2012.09.29,NGS064,澄广花,,,,,,,,,,2.08,
2012.09.29,NGS065,澄广花,,,,,,,,,,6.23,
2012.09.29,NGS067,澄广花,,,,,,,,,,12.01,
2012.09.29,NGS068,澄广花,,,,,,,,,,6.11,
2012.09.29,NGS085,澄广花,,,,,,,,,,6.1,
2012.09.29,NGS087,澄广花,,,,,,,,,,3.86,
2012.09.29,NGS001,闭花木,,,,,,,,,,0.51,
2012.09.29,NGS003,闭花木,,,,,,,,,,0.81,
2012.09.29,NGS045,闭花木,,,,,,,,,,0.76,
2012.09.29,NGS046,闭花木,,,,,,,,,,1.61,
2012.09.29,NGS049,闭花木,,,,,,,,,,0.71,
2012.09.29,NGS050,闭花木,,,,,,,,,,15.21,
2012.09.29,NGS051,闭花木,,,,,,,,,,2.81,
2012.09.29,NGS057,闭花木,,,,,,,,,,4.81,
2012.09.29,NGS058,闭花木,,,,,,,,,,6.82,
2012.09.29,NGS059,闭花木,,,,,,,,,,3.81,
2012.09.29,NGS060,闭花木,,,,,,,,,,12.21,
2012.09.29,NGS061,闭花木,,,,,,,,,,12.21,
2012.09.29,NGS062,闭花木,,,,,,,,,,10.23,
2012.09.29,NGS063,闭花木,,,,,,,,,,4.25,
2012.09.29,NGS064,闭花木,,,,,,,,,,8.51,
2012.09.29,NGS065,闭花木,,,,,,,,,,3.82,
2012.09.29,NGS066,闭花木,,,,,,,,,,6.52,
2012.09.29,NGS082,闭花木,,,,,,,,,,4.05,
2012.09.29,NGS083,闭花木,,,,,,,,,,15.6,
2012.09.29,NGS084,闭花木,,,,,,,,,,7.5,
2012.09.29,NGS085,闭花木,,,,,,,,,,4.8,
2012.09.29,NGS086,闭花木,,,,,,,,,,15.1,
2012.09.29,NGS087,闭花木,,,,,,,,,,7.53,
2012.09.29,NGS088,闭花木,,,,,,,,,,17.15,
2012.09.29,NGS089,闭花木,,,,,,,,,,4.7,
2012.09.29,NGS090,闭花木,,,,,,,,,,13.1,
2012.10.07,NGS039,大叶榕,,,,,,,,,,0.84,
2012.10.07,NGS070,海南大风子,,,,,,,,,,0.8,
2012.10.07,NGS055,黄梨木,,,,,,,,,,3,
2012.10.07,NGS056,黄梨木,,,,,,,,,,2.5,
2012.10.07,NGS068,黄梨木,,,,,,,,,,1.2,
2012.10.07,NGS038,米仔兰,,,,,,,,,,0.83,
2012.10.07,NGS005,山石榴,10.68,1,,,,,,,,0,
2012.10.07,NGS047,广西牡荆,4.45,6,,,,,,,,0,
2012.10.07,NGS045,广西牡荆,2.62,4,,,,,,,,0,
2012.10.07,NGS044,广西牡荆,1.64,3,,,,,,,,0,
2012.10.07,NGS038,广西牡荆,0.89,1,,,,,,,,0,
2012.10.07,NGS005,未知,0.23,3,,,,,,,,0,
2012.10.07,NGS054,未知,0.12,2,,,,,,,,0,
2012.10.07,NGS068,中越杜茎山,,,,,,,,,,2.5,
2012.10.07,NGS073,中越杜茎山,,,,,,,,,,3,
2012.10.07,NGS012,中国无忧花,,,,,,,,,,2.17,
2012.10.07,NGS014,中国无忧花,,,,,,,,,,1.83,
2012.10.07,NGS039,长花龙吐珠,,,,,,,,,,0.7,
2012.10.07,NGS046,云南野桐,,,,,,,,,,1.07,
2012.10.07,NGS053,云南野桐,,,,,,,,,,0.8,
2012.10.07,NGS007,羽叶白头树,,,,,,,,,,0.79,
2012.10.07,NGS008,羽叶白头树,,,,,,,,,,2.41,
2012.10.07,NGS010,羽叶白头树,,,,,,,,,,0.63,
2012.10.07,NGS052,羽叶白头树,,,,,,,,,,2.1,
2012.10.07,NGS064,羽叶白头树,,,,,,,,,,1.2,
2012.10.07,NGS069,羽叶白头树,,,,,,,,,,2.1,
2012.10.07,NGS074,羽叶白头树,,,,,,,,,,0.6,
2012.10.07,NGS089,羽叶白头树,,,,,,,,,,15,
2012.10.07,NGS090,羽叶白头树,,,,,,,,,,1.2,
2012.10.07,NGS051,鱼骨木,,,,,,,,,,1.2,
2012.10.07,NGS052,鱼骨木,,,,,,,,,,1.5,
2012.10.07,NGS053,鱼骨木,,,,,,,,,,1.2,
2012.10.07,NGS054,鱼骨木,,,,,,,,,,8,
2012.10.07,NGS055,鱼骨木,,,,,,,,,,1.8,
2012.10.07,NGS059,鱼骨木,,,,,,,,,,1.8,
2012.10.07,NGS067,小叶榕,,,,,,,,,,1.2,
2012.10.07,NGS058,蚬木,,,,,,,,,,6.5,
2012.10.07,NGS060,蚬木,,,,,,,,,,0.7,
2012.10.07,NGS081,蚬木,,,,,,,,,,6.5,
2012.10.07,NGS082,蚬木,,,,,,,,,,1.2,
2012.10.07,NGS084,蚬木,,,,,,,,,,6.41,
2012.10.07,NGS085,蚬木,,,,,,,,,,1.2,
2012.10.07,NGS088,蚬木,,,,,,,,,,4.8,
2012.10.07,NGS052,细叶谷木,,,,,,,,,,2,
2012.10.07,NGS053,细叶谷木,,,,,,,,,,2,
2012.10.07,NGS054,细叶谷木,,,,,,,,,,1.5,
2012.10.07,NGS059,细叶谷木,,,,,,,,,,1.3,
2012.10.07,NGS050,乌桕,,,,,,,,,,1.2,
2012.10.07,NGS022,未知,,,,,,,,,,1.6,
2012.10.07,NGS033,未知,,,,,,,,,,1.04,
2012.10.07,NGS036,未知,,,,,,,,,,1.72,
2012.10.07,NGS069,未知,,,,,,,,,,10,
